"","STUDENTID","DISTRICTID","PHOENIX","Y1SCHOOLID","Y3SCHOOLID","FAST","S13A","S13B","LUNCH_STATUS","ATTENDANCE_RATE","S2B","C3YRSTCH","P6","P5","P3A","P3B","P3C","P4A","P4B","P4C","Q11","Q10","Q8A","Q8B","Q8C","Q9A","Q9B","Q9C","R6","R5","R3A","R3B","R3C","R4A","R4B","R4C","S12A","S11","S9A","S9B","S9C","S10A","S10B","S10C","PHQ2","ATTENDANCE_PCT","FR_LUNCH"
"2601","E117007",1,"Phoenix School",117,117,"Control School",1,1,1,0.994,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,1,0,3,1,1,1,1,1,1,2,99.4,"1"
"2602","E406023",4,"San Antonio School",406,406,"FAST Program",1,1,3,0.966,3,5,2,NA,1,1,2,1,1,2,3,2,1,1,2,1,2,2,6,3,1,1,2,1,2,2,7,3,1,1,2,1,1,2,2,96.6,"0"
"2603","E220017",2,"Phoenix School",220,NA,"FAST Program",1,1,2,0.989,3,NA,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,4,4,4,3,3,1,1,1,1,1,1,2,98.9,"1"
"2604","E218069",2,"Phoenix School",218,218,"Control School",1,1,3,0.967,2,5,3,4,1,3,1,1,3,1,3,3,1,2,1,1,2,1,6,4,3,3,3,3,3,3,5,3,1,3,1,1,3,1,2,96.7,"0"
"2605","E413010",4,"San Antonio School",413,413,"FAST Program",1,1,1,0.949,3,5,4,2,1,2,2,2,2,1,4,1,1,2,2,2,3,1,5,1,1,1,2,1,1,1,5,3,1,2,3,1,2,2,2,94.9,"1"
"2606","E220011",2,"Phoenix School",220,NA,"FAST Program",1,1,3,0.967,2,NA,2,2,3,4,4,3,4,4,4,2,2,2,4,2,4,3,3,3,1,1,1,1,2,1,5,3,1,1,1,2,3,1,2,96.7,"0"
"2607","E218001",2,"Phoenix School",218,214,"Control School",4,1,3,1,4,5,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1,1,3,1,1,1,8,100,"0"
"2608","E405042",4,"San Antonio School",405,405,"Control School",2,1,3,0.955,4,5,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,2,1,1,1,0,1,1,1,1,1,1,1,4,95.5,"0"
"2609","E402008",4,"San Antonio School",402,441,"Control School",1,1,3,0.983,2,5,6,3,1,3,4,1,3,3,6,2,1,2,3,1,2,2,3,4,1,2,1,1,2,1,7,4,2,3,2,2,3,2,2,98.3,"0"
"2610","E226016",2,"Phoenix School",226,NA,"Control School",2,2,2,0.989,4,NA,3,3,3,3,4,3,3,3,3,4,1,2,4,2,3,2,3,3,1,3,2,1,2,2,3,2,2,1,2,3,2,3,4,98.9,"1"
"2611","E407020",4,"San Antonio School",407,407,"FAST Program",2,1,1,0.977,1,5,3,1,3,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,3,1,1,3,2,1,1,1,1,1,1,1,4,97.7,"1"
"2612","E406004",4,"San Antonio School",406,406,"FAST Program",1,1,1,0.989,3,5,2,1,1,1,3,1,1,1,2,2,1,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,3,1,1,3,1,2,98.9,"1"
"2613","E214065",2,"Phoenix School",214,NA,"FAST Program",1,1,3,0.961,3,NA,3,3,1,2,2,2,3,2,6,2,2,2,2,2,2,2,6,3,2,2,2,2,2,2,6,4,3,3,2,3,3,2,2,96.1,"0"
"2614","E403047",4,"San Antonio School",403,403,"FAST Program",3,3,1,0.955,2,5,3,3,1,1,1,1,1,1,6,3,1,2,2,1,2,2,4,3,1,2,3,1,2,1,7,3,1,2,2,1,3,2,6,95.5,"1"
"2615","E419068",4,"San Antonio School",419,419,"Control School",1,1,3,0.966,5,2,6,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,2,96.6,"0"
"2616","E214051",2,"Phoenix School",214,214,"FAST Program",1,1,2,0.95,3,5,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,2,2,1,1,2,1,1,3,3,2,1,2,2,2,2,2,95,"1"
"2617","E403056",4,"San Antonio School",403,403,"FAST Program",1,1,3,0.977,2,5,1,2,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,3,2,1,1,3,3,2,2,2,2,2,2,2,97.7,"0"
"2618","E220098",2,"Phoenix School",220,220,"FAST Program",1,1,3,0.983,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,98.3,"0"
"2619","E414053",4,"San Antonio School",414,414,"FAST Program",1,1,1,0.932,2,4,2,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,3,1,1,2,1,2,2,2,93.2,"1"
"2620","E414027",4,"San Antonio School",414,414,"FAST Program",1,1,2,1,2,5,1,3,2,2,3,2,2,3,6,3,1,1,3,1,3,3,6,3,1,1,3,2,1,3,7,2,1,1,3,2,1,3,2,100,"1"
"2621","E117012",1,"Phoenix School",117,NA,"Control School",1,1,1,1,6,NA,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2,100,"1"
"2622","E411005",4,"San Antonio School",411,NA,"Control School",1,1,1,0.994,3,NA,6,2,3,3,3,3,3,3,6,2,3,2,2,2,2,3,6,2,3,3,3,3,4,3,NA,3,1,1,1,1,1,1,2,99.4,"1"
"2623","E401014",4,"San Antonio School",401,407,"FAST Program",2,3,1,0.991,4,2,1,3,1,1,3,1,1,3,0,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,4,99.1,"1"
"2624","E401008",4,"San Antonio School",401,401,"FAST Program",1,1,1,1,3,5,2,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,1,1,1,1,2,100,"1"
"2625","E206027",2,"Phoenix School",206,206,"Control School",1,1,1,0.939,4,5,6,2,1,1,2,1,1,2,6,2,2,2,2,2,2,2,6,3,2,2,2,2,2,2,7,3,3,2,3,3,2,3,2,93.9,"1"
"2626","E226043",2,"Phoenix School",226,220,"Control School",1,1,3,0.978,2,5,4,4,3,2,3,3,2,3,6,3,3,3,3,3,3,3,2,1,1,1,2,2,1,2,6,1,2,1,2,2,1,2,2,97.8,"0"
"2627","E402016",4,"San Antonio School",402,402,"Control School",4,1,1,0.944,2,5,0,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,0,2,1,1,1,1,1,1,8,94.4,"1"
"2628","E407031",4,"San Antonio School",407,407,"FAST Program",1,1,1,0.972,3,1,0,4,1,1,1,1,1,1,1,2,1,2,1,1,2,1,5,3,1,1,4,1,3,2,0,1,1,1,1,1,1,1,2,97.2,"1"
"2629","E424043",4,"San Antonio School",424,424,"Control School",1,1,1,0.938,4,5,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,3,1,1,4,1,1,1,7,3,2,2,3,2,2,3,2,93.8,"1"
"2630","E407021",4,"San Antonio School",407,407,"FAST Program",1,1,3,0.949,1,1,3,1,2,2,3,3,3,3,2,1,3,2,2,3,3,3,4,1,2,2,2,4,4,3,3,1,3,2,2,2,2,2,2,94.9,"0"
"2631","E410035",4,"San Antonio School",410,410,"Control School",1,1,2,0.972,3,5,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,2,1,2,2,1,3,3,1,1,1,1,2,1,1,2,2,97.2,"1"
"2632","E423034",4,"San Antonio School",423,423,"Control School",1,1,2,0.994,1,5,2,2,1,2,3,1,3,2,3,1,2,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,2,99.4,"1"
"2633","E312047",3,"Phoenix School",312,312,"Control School",4,1,1,0.955,6,5,3,3,3,4,2,1,2,1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,1,8,95.5,"1"
"2634","E415025",4,"San Antonio School",415,NA,"FAST Program",1,1,1,0.876,3,NA,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,87.6,"1"
"2635","E210082",2,"Phoenix School",210,214,"FAST Program",1,1,1,0.944,3,5,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,94.4,"1"
"2636","E415086",4,"San Antonio School",415,415,"FAST Program",2,2,1,0.91,1,5,3,3,1,2,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,2,2,3,2,1,2,3,4,2,1,2,2,2,4,91,"1"
"2637","E412019",4,"San Antonio School",412,NA,"Control School",2,3,1,0.983,4,NA,0,1,1,1,1,1,1,1,5,4,1,1,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,1,2,2,4,98.3,"1"
"2638","E420017",4,"San Antonio School",420,420,"Control School",1,2,1,0.977,1,5,4,2,1,2,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,3,3,3,3,3,4,2,1,3,2,3,3,3,2,97.7,"1"
"2639","E403055",4,"San Antonio School",403,403,"FAST Program",1,1,1,0.921,1,5,6,2,1,2,2,1,2,2,5,3,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,1,2,1,1,2,2,92.1,"1"
"2640","E417029",4,"San Antonio School",417,417,"Control School",1,1,1,0.921,4,4,5,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,3,2,2,2,2,92.1,"1"
"2641","E415054",4,"San Antonio School",415,420,"FAST Program",3,1,1,0.925,6,5,2,2,1,3,3,1,3,2,4,3,1,2,2,1,3,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,6,92.5,"1"
"2642","E418027",4,"San Antonio School",418,NA,"FAST Program",1,1,3,0.983,3,NA,2,4,2,1,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,1,1,1,1,2,98.3,"0"
"2643","E423045",4,"San Antonio School",423,423,"Control School",2,1,3,0.983,2,5,6,3,1,2,3,1,2,3,4,3,1,2,3,1,2,3,5,4,1,1,3,1,1,3,4,4,1,2,2,1,3,3,4,98.3,"0"
"2644","E402052",4,"San Antonio School",402,402,"Control School",1,1,3,0.983,5,5,2,1,1,2,3,1,3,2,3,2,1,1,2,1,2,2,3,3,1,2,2,1,2,2,0,1,1,1,1,1,1,1,2,98.3,"0"
"2645","E402013",4,"San Antonio School",402,NA,"Control School",1,2,1,0.989,1,NA,0,NA,1,1,1,1,1,1,0,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,1,2,3,2,98.9,"1"
"2646","E410084",4,"San Antonio School",410,NA,"Control School",1,2,3,0.972,1,NA,2,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,97.2,"0"
"2647","E408035",4,"San Antonio School",408,408,"FAST Program",2,1,1,0.966,3,5,6,2,3,2,4,3,2,3,4,3,1,2,2,1,2,2,5,3,1,1,2,1,1,2,7,3,1,1,1,3,3,3,4,96.6,"1"
"2648","E303006",3,"Phoenix School",303,NA,"Control School",2,2,3,0.844,3,NA,3,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,84.4,"0"
"2649","E123002",1,"Phoenix School",123,123,"FAST Program",1,1,2,0.934,6,5,0,2,1,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,93.4,"1"
"2650","E417024",4,"San Antonio School",417,417,"Control School",2,2,1,0.955,3,5,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,4,95.5,"1"
"2651","E420026",4,"San Antonio School",420,407,"Control School",1,1,3,0.955,1,2,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,95.5,"0"
"2652","E426048",4,"San Antonio School",426,426,"FAST Program",1,1,1,0.938,5,4,2,NA,NA,NA,NA,NA,NA,NA,6,3,1,1,1,2,2,2,1,4,1,1,1,1,1,1,7,2,1,1,1,4,3,2,2,93.8,"1"
"2653","E410033",4,"San Antonio School",410,410,"Control School",1,1,1,0.983,5,5,6,3,1,1,3,2,3,3,6,1,1,1,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,2,2,3,3,3,2,98.3,"1"
"2654","E423009",4,"San Antonio School",423,423,"Control School",3,2,1,0.96,3,5,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,6,96,"1"
"2655","E220084",2,"Phoenix School",220,220,"FAST Program",2,1,3,0.989,2,5,5,1,1,1,1,1,1,1,3,2,1,1,2,1,1,2,3,4,1,3,3,1,3,3,4,2,1,1,1,1,1,1,4,98.9,"0"
"2656","E410089",4,"San Antonio School",410,455,"Control School",2,1,3,0.966,1,5,2,2,1,1,2,1,2,1,2,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,3,2,3,2,4,96.6,"0"
"2657","E421037",4,"San Antonio School",421,421,"FAST Program",1,1,3,0.994,3,5,0,2,1,1,1,1,1,1,6,4,2,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,2,4,2,3,2,2,99.4,"0"
"2658","E420019",4,"San Antonio School",420,420,"Control School",1,1,1,0.994,3,5,2,3,2,1,2,2,1,2,2,2,3,1,3,3,1,2,4,3,1,1,3,2,1,3,5,3,1,1,3,1,1,3,2,99.4,"1"
"2659","E414134",4,"San Antonio School",414,462,"FAST Program",3,1,1,0.944,2,5,2,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,2,2,1,2,3,1,2,2,5,2,3,3,3,3,3,2,6,94.4,"1"
"2660","E226008",2,"Phoenix School",226,NA,"Control School",1,1,1,0.983,3,NA,5,4,3,2,2,3,2,2,2,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,1,2,1,1,2,2,98.3,"1"
"2661","E309004",3,"Phoenix School",309,309,"FAST Program",3,1,1,0.883,2,5,0,1,1,1,1,1,1,1,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,1,1,1,1,1,1,1,6,88.3,"1"
"2662","E415056",4,"San Antonio School",415,415,"FAST Program",1,1,3,0.955,3,5,3,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,1,1,1,1,1,2,95.5,"0"
"2663","E220046",2,"Phoenix School",220,NA,"FAST Program",2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,2,2,3,3,3,6,1,2,2,2,2,2,2,4,NA,NA
"2664","E418006",4,"San Antonio School",418,431,"FAST Program",3,3,2,0.983,2,5,4,1,3,2,2,3,2,2,4,2,1,2,1,1,2,2,4,4,1,3,3,1,3,3,2,1,1,1,1,1,1,1,6,98.3,"1"
"2665","E408010",4,"San Antonio School",408,408,"FAST Program",3,NA,1,0.977,3,5,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,1,1,1,6,97.7,"1"
"2666","E416102",4,"San Antonio School",416,438,"FAST Program",2,1,1,0.915,4,5,0,4,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,1,1,1,1,1,NA,1,1,2,1,1,1,4,91.5,"1"
"2667","S113001",1,"Phoenix School",113,NA,"FAST Program",3,2,1,0.994,2,NA,4,3,1,1,1,1,3,1,4,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,2,1,1,2,6,99.4,"1"
"2668","E420021",4,"San Antonio School",420,435,"Control School",1,1,3,0.944,3,5,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,3,1,2,2,2,4,4,3,3,1,3,3,2,94.4,"0"
"2669","E206038",2,"Phoenix School",206,226,"Control School",1,1,3,0.983,2,5,3,2,1,2,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,2,1,1,2,3,4,1,1,2,1,1,2,2,98.3,"0"
"2670","E420008",4,"San Antonio School",420,420,"Control School",1,1,1,0.966,1,5,4,1,1,1,3,1,2,1,6,1,1,1,1,1,1,1,6,2,2,2,2,2,2,2,5,1,1,1,1,1,1,1,2,96.6,"1"
"2671","E413034",4,"San Antonio School",413,413,"FAST Program",1,1,3,1,4,5,2,2,1,3,4,1,2,2,3,1,1,2,3,1,3,2,6,3,1,2,3,1,2,3,3,1,1,1,1,1,1,1,2,100,"0"
"2672","E421020",4,"San Antonio School",421,421,"FAST Program",2,1,3,0.932,1,5,0,1,1,1,1,1,1,1,2,3,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,4,2,1,4,1,4,93.2,"0"
"2673","E418014",4,"San Antonio School",418,NA,"FAST Program",1,1,1,0.904,3,NA,2,1,1,1,2,1,1,2,3,1,2,2,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,1,2,2,2,90.4,"1"
"2674","E412029",4,"San Antonio School",412,412,"Control School",3,1,1,0.994,5,5,1,3,1,1,3,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,2,1,1,2,1,4,1,1,1,1,1,1,6,99.4,"1"
"2675","E206049",2,"Phoenix School",206,206,"Control School",NA,NA,1,0.989,3,NA,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,98.9,"1"
"2676","E411007",4,"San Antonio School",411,411,"Control School",1,1,1,0.955,5,5,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,95.5,"1"
"2677","E312048",3,"Phoenix School",312,312,"Control School",4,1,1,0.927,6,3,3,3,3,2,2,2,2,1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,1,8,92.7,"1"
"2678","E405038",4,"San Antonio School",405,405,"Control School",1,1,3,0.983,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,4,1,1,4,1,2,98.3,"0"
"2679","E305010",3,"Phoenix School",305,NA,"FAST Program",1,1,1,0.547,4,NA,0,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,2,54.7,"1"
"2680","E425041",4,"San Antonio School",425,425,"FAST Program",2,3,1,0.904,3,5,4,3,1,2,1,2,2,2,0,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,4,1,3,4,1,3,4,4,4,90.4,"1"
"2681","E407038",4,"San Antonio School",407,407,"FAST Program",1,1,3,0.949,4,5,2,2,1,2,4,3,3,3,2,1,1,3,3,1,3,3,4,3,2,2,2,2,2,3,4,4,3,4,3,2,3,2,2,94.9,"0"
"2682","E402046",4,"San Antonio School",402,NA,"Control School",1,1,2,0.978,3,NA,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,2,97.8,"1"
"2683","E405001",4,"San Antonio School",405,405,"Control School",1,1,2,0.949,3,5,6,3,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,3,1,1,3,2,94.9,"1"
"2684","E414038",4,"San Antonio School",414,414,"FAST Program",3,1,1,0.904,2,4,5,3,2,4,4,3,4,4,3,1,1,2,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,1,1,1,1,6,90.4,"1"
"2685","E226021",2,"Phoenix School",226,226,"Control School",1,1,3,0.928,2,5,6,4,4,4,4,4,4,4,6,4,3,4,4,4,4,4,6,4,3,4,3,4,4,3,7,4,3,3,3,3,3,3,2,92.8,"0"
"2686","E315046",3,"Phoenix School",315,315,"Control School",1,1,1,0.989,4,3,3,2,1,2,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,2,2,1,NA,2,3,2,2,1,2,1,2,98.9,"1"
"2687","E419009",4,"San Antonio School",419,419,"Control School",1,1,1,0.96,2,2,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,1,2,1,1,1,2,1,1,1,3,2,1,1,1,2,1,1,2,96,"1"
"2688","E220034",2,"Phoenix School",220,220,"FAST Program",1,1,3,0.989,3,5,6,3,1,2,2,2,3,2,3,4,1,1,2,1,1,2,4,4,1,1,1,1,2,1,4,3,1,1,1,1,3,1,2,98.9,"0"
"2689","E410078",4,"San Antonio School",410,410,"Control School",1,1,3,0.949,4,5,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,94.9,"0"
"2690","E220019",2,"Phoenix School",220,220,"FAST Program",1,1,3,0.961,2,5,3,1,1,1,1,1,1,1,6,3,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,2,96.1,"0"
"2691","E123019",1,"Phoenix School",123,123,"FAST Program",1,1,1,0.949,3,5,1,2,1,1,1,1,1,1,3,2,1,2,1,1,2,1,4,3,1,3,1,1,3,1,3,1,1,1,2,1,1,1,2,94.9,"1"
"2692","E111018",1,"Phoenix School",111,117,"Control School",1,1,1,0.989,2,5,3,NA,1,1,1,1,1,1,3,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,1,1,1,2,98.9,"1"
"2693","E424038",4,"San Antonio School",424,424,"Control School",2,2,3,1,3,5,4,1,1,1,2,2,2,2,3,3,1,2,2,1,2,2,2,1,1,1,2,2,1,2,5,3,2,3,3,2,3,3,4,100,"0"
"2694","E410008",4,"San Antonio School",410,410,"Control School",3,2,1,0.944,2,5,1,4,1,2,2,1,2,2,1,4,1,4,1,1,4,1,2,4,2,2,2,2,2,2,5,4,3,3,3,4,3,3,6,94.4,"1"
"2695","E226029",2,"Phoenix School",226,NA,"Control School",1,1,3,0.959,3,NA,3,2,3,3,3,3,3,3,6,3,3,3,3,3,3,3,6,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,2,95.9,"0"
"2696","E411030",4,"San Antonio School",411,411,"Control School",1,1,1,0.972,2,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,97.2,"1"
"2697","E420010",4,"San Antonio School",420,420,"Control School",1,1,1,0.983,2,5,6,3,3,3,4,3,3,4,4,2,1,2,4,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,7,4,4,4,4,4,4,4,2,98.3,"1"
"2698","E220102",2,"Phoenix School",220,220,"FAST Program",2,1,3,0.967,2,2,6,2,2,2,3,2,2,3,6,3,1,2,2,2,2,2,6,4,2,3,3,2,3,3,6,3,2,3,3,2,3,3,4,96.7,"0"
"2699","E226032",2,"Phoenix School",226,NA,"Control School",1,2,3,1,3,NA,6,3,2,2,2,2,2,2,6,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,3,1,2,1,1,2,1,2,100,"0"
"2700","E220004",2,"Phoenix School",220,220,"FAST Program",1,2,3,0.95,3,5,5,1,1,2,1,1,2,2,6,3,2,2,2,1,2,1,6,1,1,2,3,1,2,2,7,1,1,2,2,1,2,2,2,95,"0"
"2701","E410019",4,"San Antonio School",410,410,"Control School",2,1,1,0.936,1,5,6,4,3,3,4,3,3,4,6,4,3,4,4,2,4,4,6,3,2,3,4,2,2,3,7,4,2,3,4,2,3,4,4,93.6,"1"
"2702","E220089",2,"Phoenix School",220,220,"FAST Program",1,2,3,0.978,3,5,6,3,3,3,3,2,3,3,6,3,1,2,3,2,2,2,6,4,1,2,2,1,2,1,6,4,1,2,2,1,2,2,2,97.8,"0"
"2703","E426046",4,"San Antonio School",426,426,"FAST Program",2,2,1,0.966,2,5,4,3,2,3,3,2,3,3,2,2,1,2,1,3,3,3,3,1,1,1,1,1,1,1,3,1,3,3,3,1,2,1,4,96.6,"1"
"2704","E407023",4,"San Antonio School",407,407,"FAST Program",1,1,3,0.994,3,5,2,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,2,1,1,2,5,1,1,1,1,1,1,1,2,99.4,"0"
"2705","E220027",2,"Phoenix School",220,NA,"FAST Program",1,1,3,0.967,3,NA,6,1,1,1,2,4,4,4,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,3,1,2,2,2,96.7,"0"
"2706","E116007",1,"Phoenix School",116,116,"FAST Program",1,1,1,1,3,5,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,100,"1"
"2707","E423043",4,"San Antonio School",423,405,"Control School",2,1,1,0.926,2,5,0,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,2,1,4,92.6,"1"
"2708","E206035",2,"Phoenix School",206,206,"Control School",4,1,2,0.978,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,2,2,2,2,2,8,97.8,"1"
"2709","E206025",2,"Phoenix School",206,206,"Control School",1,1,1,0.928,3,NA,4,2,2,2,1,3,3,2,3,3,2,2,1,2,3,3,3,3,1,2,2,2,2,2,4,3,1,1,1,2,2,1,2,92.8,"1"
"2710","E302002",3,"Phoenix School",302,329,"FAST Program",1,1,1,0.896,4,3,2,2,1,1,1,2,1,1,4,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,1,1,1,1,1,2,89.6,"1"
"2711","E407044",4,"San Antonio School",407,407,"FAST Program",2,1,1,0.989,2,5,1,3,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,2,4,1,1,3,1,1,2,4,98.9,"1"
"2712","E403009",4,"San Antonio School",403,403,"FAST Program",2,1,3,0.952,4,5,1,2,1,1,2,1,2,1,1,4,1,1,1,3,3,3,1,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,4,95.2,"0"
"2713","E419077",4,"San Antonio School",419,419,"Control School",2,2,1,0.972,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,97.2,"1"
"2714","E414084",4,"San Antonio School",414,414,"FAST Program",1,1,2,1,3,5,2,4,1,3,3,4,2,4,4,3,2,4,3,3,4,3,6,2,3,4,3,3,3,3,4,2,3,3,3,3,4,3,2,100,"1"
